id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
,https://www.nocarz.pl/rooms/1113806424813851891,20250305023237,2025-03-08,city scrape,,"Room with private bathroom in the neighborhood of Coll de Barcelona, enjoy a luxury experience in this central neighborhood. Very well connected accommodation, easy to access from the direct airport only by metro. Located one street away from Coll y Taixonera Metro stop, Barcelona blue line 5. Half an hour from Plaza Catalunya, a 10-minute  walk to the mountain of Park Güell. Area with supermarkets and restaurants.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTExMzgwNjQyNDgxMzg1MTg5MQ%3D%3D/original/9b421e53-87fa-4311-bf88-9eb3ada8f8b0.jpeg,557751102,https://www.nocarz.pl/users/show/557751102,Néstor,2024-01-21,"Barcelona, Spain","",within an hour,,100%,f,https://a0.muscache.com/im/pictures/user/User-557751102/original/4d7e9ab5-2115-4442-9dea-9ee8c7ba4f17.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-557751102/original/4d7e9ab5-2115-4442-9dea-9ee8c7ba4f17.jpeg?aki_policy=profile_x_medium,,1,,"['email', 'phone']",t,t,,el Carmel,,41.4217127,2.1507846,Private room in rental unit,Private room,2,1.0,1 bath,1,2,,,3,,3,3,30,30,3.0,,,t,13,30,45,217,,26,26,,217,21,156,9360,2024-04-24,2025-03-07,4.77,4.65,,4.81,4.85,4.42,4.65,Exempt,,1,0,1,0,
,https://www.nocarz.pl/rooms/1113864866702648644,20250305023237,2025-03-11,,Lovely room in a lovely home 4,"Nested in the foothills of Montjuïc; Our accommodation is Spacious, safe, peaceful and centrally-located place. Just finished renovating and ready to host :) shared bathroom and decent size room with all the amenities you will need.",,https://a0.muscache.com/pictures/hosting/Hosting-1113864866702648644/original/df153fca-6525-4af4-8d06-24fa88382cf3.jpeg,4390304,,Max,2012-12-12,"Barcelona, Spain","I am from Australia, I enjoy traveling and love to meet people.",within an hour,,91%,t,,,,7,8,"['email', 'phone', 'work_email']",t,,,,Sants-Montjuïc,,2.1597,Private room in rental unit,Private room,,1.0,1 shared bath,1,1,"[""Smoke alarm"", ""Fire extinguisher"", ""Rice maker"", ""Hangers"", ""Iron"", ""TV"", ""Kitchen"", ""Cleaning products"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Drying rack for clothing"", ""Dining table"", ""Wifi"", ""Carbon monoxide alarm"", ""Freezer"", ""Exercise equipment"", ""Safe"", ""Clothing storage"", ""Lock on bedroom door"", ""Hot water kettle"", ""Dedicated workspace"", ""Hot water"", ""Washer"", ""Hair dryer""]",$54.00,,365,,,365,365,,,,t,0,0,0,0,2025-03-11,3,3,0,0,2,186,10044,2024-07-25,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,6,0,6,0,0.39
1113872643390420518,https://www.nocarz.pl/rooms/1113872643390420518,20250305023237,2025-03-05,city scrape,Huge beautiful room-Private bathroom 2,"Rooms this size are unheard of in Barcelona, extremely calm and quiet as there are no windows but it’s well ventilated with AC and air vents. Every room has its own Queen size bed with a decent size wardrobe, private fridge, microwave and kettle and a 55inch smart tv within the comfort of your own room.",,https://a0.muscache.com/pictures/hosting/Hosting-1113872643390420518/original/c1cbb9c1-9c6f-413d-8892-d188a1db3585.jpeg,4390304,,Max,,"Barcelona, Spain","I am from Australia, I enjoy traveling and love to meet people.",within an hour,100%,,t,https://a0.muscache.com/im/users/4390304/profile_pic/1355342286/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4390304/profile_pic/1355342286/original.jpg?aki_policy=profile_x_medium,,,8,"['email', 'phone', 'work_email']",t,t,,el Poble Sec,,,2.16059,Private room in rental unit,Private room,3,,,1,1,"[""Dedicated workspace"", ""Rice maker"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Host greets you"", ""Drying rack for clothing"", ""Lock on bedroom door"", ""Heating"", ""Long term stays allowed"", ""Mini fridge"", ""Hot water"", ""Laundromat nearby"", ""Iron"", ""Bed linens"", ""Exercise equipment"", ""Outdoor shower"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Smoke alarm"", ""Fire extinguisher"", ""Outdoor kitchen with sink"", ""Hot water kettle"", ""Cooking basics"", ""Dining table"", ""Cleaning products"", ""Washer"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Clothing storage: wardrobe"", ""Air conditioning""]",$69.00,,365,31,31,,365,,365.0,,,0,0,0,262,2025-03-05,2,2,0,,2,124,8556,2024-09-21,2024-12-17,,,5.0,,5.0,5.0,5.0,,f,6,0,6,0,0.36
1116660206148773926,https://www.nocarz.pl/rooms/1116660206148773926,20250305023237,,city scrape,Cozy Apartment with shared Pool,"Shared Swimming Pool<br />Common terrace<br /><br />Welcome to our apartment in the heart of Barcelona! Come and enjoy with your family or friends the central location that this unit offers you, perfect for those tourists wanting to explore the area.<br /><br />This apartment has two bedrooms, one with a double bed and the other with two single beds for 4 travelers.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTExNjY2MDIwNjE0ODc3MzkyNg%3D%3D/original/64db2804-a730-4c94-8591-5a3ca86bbf83.jpeg,566729533,https://www.nocarz.pl/users/show/566729533,Enrique,2024-03-12,,"",within an hour,98%,99%,,,https://a0.muscache.com/im/pictures/user/eec9747d-eb7d-45c7-83b9-ddf0f6ead706.jpg?aki_policy=profile_x_medium,,30,30,"['email', 'phone']",t,t,,la Dreta de l'Eixample,Eixample,41.392079874484104,,Entire rental unit,,4,,1 bath,2,3,"[""Coffee maker"", ""Shampoo"", ""Conditioner"", ""Refrigerator"", ""Heating"", ""Hot water"", ""Baking sheet"", ""Smart lock"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Shared outdoor kitchen"", ""Shared outdoor pool - available all year, open specific hours, rooftop"", ""Oven"", ""Dishwasher"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Wine glasses"", ""Stove"", ""Hot water kettle"", ""Cooking basics"", ""Clothing storage"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Washer"", ""Shared patio or balcony"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Body soap"", ""Air conditioning"", ""Essentials"", ""Shower gel""]",$149.00,,365,1,5,365,365,4.4,365.0,,t,5,17,47,322,,,,,257,23,,22350,2024-04-08,2025-02-21,4.72,,4.72,4.64,4.88,4.8,4.48,HUTB-076598,,29,29,0,0,2.25
1117301718398308228,https://www.nocarz.pl/rooms/1117301718398308228,20250305023237,,previous scrape,Splendid one bedroom flat -Born,"Amazing apartment just in city centre. Steps from Plaza Cataluña, the Beach, right in El Born. Parking in the same building &swimming pool. Fully furnished and consist in 1 bedroom and 1 bathroom. Kitchen fully equipped and living area ideal for relaxing or working. Best location ever, super calm apartments, fully renovated. Everything you need to feel at home. Plenty of trendy restaurants, supermarkets and local grocery market (Mercat de Santa Caterina) Unit purpose: leisure&vacation.",,,265193861,,BeBarceloner,,,"",within an hour,,98%,,https://a0.muscache.com/im/pictures/user/03c34c76-20ff-46f1-ad25-a05d0e392fc4.jpg?aki_policy=profile_small,,,,,"['email', 'phone']",,t,,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,,2.17647,Entire rental unit,,2,,1 bath,1,,"[""Dedicated workspace"", ""High chair - available upon request"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Drying rack for clothing"", ""Coffee maker: pour-over coffee"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Shared outdoor pool - available seasonally, open specific hours, rooftop"", ""Iron"", ""Bed linens"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""Paid parking on premises"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Crib - available upon request"", ""Fire extinguisher"", ""Stove"", ""Hot water kettle"", ""Clothing storage"", ""Freezer"", ""Dining table"", ""Washer"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Air conditioning""]",,32,365,32,32,365,365,,365.0,,t,0,0,,31,2025-03-06,0,0,0,31,0,0,,,,,,,,,,,,t,152,149,3,0,
1115816106705808750,https://www.nocarz.pl/rooms/1115816106705808750,20250305023237,2025-03-11,city scrape,Room with desk MU21750004,,,https://a0.muscache.com/pictures/miso/Hosting-1115816106705808750/original/2d632d30-a478-4e83-83b8-b965924029ab.jpeg,,,David,2023-06-08,,"",within an hour,86%,66%,f,https://a0.muscache.com/im/pictures/user/2b34ae95-a858-4a69-88cc-4781df00c514.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2b34ae95-a858-4a69-88cc-4781df00c514.jpg?aki_policy=profile_x_medium,,,250,,,t,,,Eixample,41.3919298,2.1522277,Private room in rental unit,Private room,1,2.5,,1,1,,$28.00,32,360,32,32,360,360,32.0,360.0,,,0,26,56,236,2025-03-11,0,0,0,236,0,0,0,,,,,,,,,,,,98,8,90,0,
1116530629861248933,https://www.nocarz.pl/rooms/1116530629861248933,,2025-03-06,city scrape,2 bedroom apartment 100 meter from Sagrada Familia,"Central apartment, located just 100 meters from the Sagrada Familia.<br />Modern and charming, this property offers an exceptional opportunity to explore the city and experience Barcelona!  There are a lot of attractions within walking distance of the apartment, a short walk from public transport stations, the subway, buses, and taxis.<br />It's a great and safe local neighbourhood, in the heart of everything!","The Sagrada Familia neighborhood is central, popular and safe.<br />In the surroundings of the apartment there is a quiet atmosphere, with a wide variety of restaurants, bars and shops. And of course, Gaudí's Sagrada Familia, which is 100 meters away.<br />Eixample is a great option for travelers interested in architecture, food and art.",https://a0.muscache.com/pictures/miso/Hosting-1116530629861248933/original/f55a4868-4ffd-4958-91d2-01580f90db17.jpeg,9822728,https://www.nocarz.pl/users/show/9822728,Valentino,2013-11-05,"Barcelona, Spain","We are Sergio, Valentino, Alfonso, Carla and Max: the team behind our apartments in Sagrada Familia is young and happy, we love travelling and offering a good time to our guests!",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/User/original/0f0e8770-0f71-4004-a9ea-2cc314128c95.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/0f0e8770-0f71-4004-a9ea-2cc314128c95.jpeg?aki_policy=profile_x_medium,,,40,['phone'],t,t,,la Sagrada Família,Eixample,,2.1746437566181633,,,4,1.0,1 bath,2,3,"[""Blender"", ""Shampoo"", ""Refrigerator"", ""Shower gel"", ""Drying rack for clothing"", ""Air conditioning"", ""Hot water"", ""Baking sheet"", ""Laundromat nearby"", ""Iron"", ""Bed linens"", ""City skyline view"", ""Coffee maker: espresso machine"", ""Wifi"", ""Single oven"", ""Dishes and silverware"", ""Wine glasses"", ""Folding or convertible high chair - available upon request"", ""Central heating"", ""Hot water kettle"", ""Cooking basics"", ""Coffee"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""32 inch HDTV"", ""Pack \u2019n play/Travel crib - available upon request"", ""Sun loungers"", ""Paid parking garage off premises"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In unit"", ""Essentials"", ""Clothing storage: closet, wardrobe, and dresser""]",$213.00,3,365,,4,999,999,3.8,999.0,,t,16,25,44,211,2025-03-06,15,15,,,13,90,,2024-04-11,2025-01-19,4.67,,4.73,,4.87,4.93,,HUTB-009404,t,17,17,,0,1.36
1120998388254510774,https://www.nocarz.pl/rooms/1120998388254510774,20250305023237,2025-03-10,city scrape,"Single Studio with Pool, Gym, Game Room","Brand new building! Special offer (25 night minimum stay on this specific listing - check our other listings in our profile if you are staying for less than 25 nights).<br /><br />Single studio (16m2) featuring an elevated bed, desk, ensuite bathroom, kitchen, and dining table. <br /><br />Also included are our 1800+ square meters of common areas.<br /><br />One daily Spanish course in our on-site Spanish Language Academy is included in the package rate shown on nocarz.<br /><br />Great location in Barcelona's beachfront district.",,,,,Daniel,2023-12-01,,"We are a sustainable operator of luxury student accommodation in Barcelona with an on-site language academy. We include language classes in our rates shown on nocarz so create package experiences.

This residence has a total of 250 studio apartments (with both private and shared room options) and over 1,800 sqm of common areas that provide an unparalleled number of high quality spaces for our residents.",within an hour,,99%,,https://a0.muscache.com/im/pictures/user/User-548947167/original/b886cb39-8a2c-4d3e-ab16-3259823b839f.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-548947167/original/b886cb39-8a2c-4d3e-ab16-3259823b839f.png?aki_policy=profile_x_medium,,6,8,"['email', 'phone']",t,t,,Provençals del Poblenou,Sant Martí,41.4094867,,,Entire home/apt,1,1.0,1 bath,1,,"[""Mini fridge"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Fire extinguisher"", ""Paid parking on premises"", ""Refrigerator"", ""Room-darkening shades"", ""Hangers"", ""Iron"", ""Body soap"", ""Sun loungers"", ""Luggage dropoff allowed"", ""Cleaning available during stay"", ""Game console: PS5"", ""TV"", ""Ping pong table"", ""Microwave"", ""Kitchen"", ""EV charger"", ""Private entrance"", ""Self check-in"", ""Cleaning products"", ""Board games"", ""Backyard"", ""Shared outdoor pool - available all year, open specific hours, rooftop"", ""Cooking basics"", ""Bed linens"", ""Heating"", ""First aid kit"", ""Children\u2019s dinnerware"", ""Air conditioning"", ""Dining table"", ""Smart lock"", ""Dishes and silverware"", ""Wifi"", ""Outdoor furniture"", ""Shower gel"", ""Carbon monoxide alarm"", ""Freezer"", ""Paid washer \u2013 In building"", ""Gym"", ""Exercise equipment"", ""Pool table"", ""Safe"", ""Clothing storage"", ""Essentials"", ""Dedicated workspace"", ""Hot water"", ""Exterior security cameras on property"", ""Conditioner"", ""Movie theater"", ""Induction stove"", ""Shampoo"", ""Elevator""]",$75.00,2,,,25,130,130,25.0,,,t,,50,,,2025-03-10,6,6,0,287,6,36,2700,2024-10-19,2024-12-01,4.83,4.83,4.83,,4.83,4.67,4.83,Exempt,,4,4,0,0,
1121943650344876902,,20250305023237,2025-03-07,city scrape,Wooden Attic with Jacuzzi  the Heart of Barcelona,"Wooden Attic with Jacuzzi in the Heart of Barcelona<br />Discover this charming wooden attic, an oasis of peace in the center of Barcelona, ideal for couples seeking  and romantic experience.<br /><br />Please, I beg you to understand and read the announcement carefully. It is a humble wooden house to live a different experience without great luxuries. It is also a 5th floor without an elevator, only for the most athletic.That's if you enjoyed a wonderful warm jacuzzi in the middle of winter at 36 degrees",,https://a0.muscache.com/pictures/miso/Hosting-988311069425982684/original/8c5500f2-fc5f-4db2-8513-91498cc5ded8.png,570375174,,David Nicolas,2024-04-03,"Barcelona, Spain","",N/A,,,f,https://a0.muscache.com/im/pictures/user/User-570375174/original/b0728c92-9437-4e6f-9d5b-fc9b089edd6d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-570375174/original/b0728c92-9437-4e6f-9d5b-fc9b089edd6d.jpeg?aki_policy=profile_x_medium,,,25,,t,t,,,Ciutat Vella,,2.169962392619688,Tiny home,Entire home/apt,2,1.0,1 bath,1,1,,$133.00,1,,2,3,365,365,2.1,365.0,,t,4,,55,235,,17,,4,235,12,102,13566,2024-10-14,2025-03-01,,4.18,4.18,4.76,4.71,4.47,,,t,19,6,13,0,
1120962733649439908,https://www.nocarz.pl/rooms/1120962733649439908,20250305023237,2025-03-11,city scrape,Cozy apt on La Rambla de Catalunya,Modern decoration <br />Central location <br />For 2 persons <br /> <br />Welcome to our apartment on the central Rambla de Catalunya! Perfect for a couple's trip or a business stay. <br /> <br />This apartment has a room with a double bed to provide comfort for 2 travelers.,,https://a0.muscache.com/pictures/prohost-api/Hosting-1120962733649439908/original/32ec315b-14bf-474c-9533-e6cf4dc714fd.jpeg,299462,https://www.nocarz.pl/users/show/299462,Stay U-Nique,2010-11-26,,"Hi there,

My name is Enrique and I am a Barcelona Local. I have always loved traveling myself, but also sharing the beauty and wonders of Barcelona with others, so a few years ago I started renting out 2 apartments to travelers coming to the city, always meeting everyone in person so I could share my insights and hidden secrets about Barcelona :)

Now I rent out a few more apartments and it is no longer just me, but we are a small team of people managing the apartments together, but with the same focus on personal and attentive services in authentic apartments that allow for the genuine Barcelona feel for your trip! We call our little team Stay U-nique, because of this focus on a unique feeling when staying with us.

If you have any questions, want to hear about an apartment or just say hi, don´t hesitate to reach out :)

Have a great day!
Enrique",within an hour,99%,96%,,,https://a0.muscache.com/im/pictures/user/f84fcece-2518-41f3-9fcc-e6b9b2eec074.jpg?aki_policy=profile_x_medium,,,386,"['email', 'phone']",,t,,la Dreta de l'Eixample,Eixample,41.39224,,,Entire home/apt,,1.0,1 bath,,1,"[""Coffee maker"", ""Host greets you"", ""Refrigerator"", ""Hangers"", ""Iron"", ""Body soap"", ""TV"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Cooking basics"", ""Bed linens"", ""Heating"", ""Stove"", ""Oven"", ""Baking sheet"", ""Air conditioning"", ""Dining table"", ""Dishes and silverware"", ""Wifi"", ""Wine glasses"", ""Freezer"", ""Clothing storage"", ""Hot water kettle"", ""Essentials"", ""Hot water"", ""Conditioner"", ""Shampoo"", ""Hair dryer"", ""Toaster""]",,2,365,1,5,365,365,4.4,,,t,1,,,1,,21,21,,0,21,,,2024-04-15,,4.48,4.67,4.67,4.48,4.67,4.95,4.48,HUTB-012008,,163,163,0,0,1.9
,https://www.nocarz.pl/rooms/1122389258971072701,20250305023237,2025-03-07,city scrape,Sweett | Aragon Park Miro 103,"This trendy three-bedroom Sweett apartment invites you to live in Barcelona like a true local. Our local interior designer has carefully decorated the place and offered it a fresh modern look. The kitchen is fully equipped and great for cooking family meals. Located directly across from Joan Miró Park, you can fully immerse yourself in the local nature and culture. This spacious park is well-known for its delightful strolls and remarkable sculptures.",,,32037490,https://www.nocarz.pl/users/show/32037490,,2015-04-27,"Barcelona, Spain","Sweett (formerly Sweet Inn) invites you to enjoy comfort, convenience, and local charm in our thoughtfully designed apartments. With 10+ years of hosting experience, we ensure a home-like stay with cozy bedding, fast WiFi, and a Nespresso machine. Our 24/7 team assists with early check-ins, transfers, housekeeping, and local tips. Enjoy welcome treats, personalized recommendations, and our smart app. Sweett is your perfect base for urban escapes.",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User-32037490/original/70657aed-2f20-44dc-93a2-5a69cb868b67.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-32037490/original/70657aed-2f20-44dc-93a2-5a69cb868b67.png?aki_policy=profile_x_medium,Dreta de l'Eixample,243,251,"['email', 'phone']",t,t,,la Nova Esquerra de l'Eixample,,,2.14703,Entire rental unit,,5,1.0,1 bath,3,,"[""Safe"", ""Patio or balcony"", ""Shampoo"", ""Refrigerator"", ""Heating"", ""Air conditioning"", ""Hot water"", ""Smart lock"", ""Outdoor furniture"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Oven"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Wine glasses"", ""Stove"", ""Hot water kettle"", ""Crib"", ""Coffee"", ""Room-darkening shades"", ""Microwave"", ""Kitchen"", ""Coffee maker: espresso machine, Nespresso"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Private entrance"", ""Hangers"", ""Free washer \u2013 In unit"", ""Essentials"", ""High chair""]",,1,365,2,5,,365,3.2,,,t,18,48,,287,2025-03-07,12,12,0,287,11,,15120,2024-04-16,2025-01-09,4.17,,,4.25,4.83,4.33,4.08,HUTB-007256,t,233,,0,0,
